# Marcador "matVet" <TEMPO>
# n TEMPO_MEDIO (sem otimização)
0 0.000148
64 0.003593
100 0.009863
128 0.017290
200 0.042501
256 0.070863
512 0.282163
600 0.436719
900 0.892817
1024 1.155314
2000 4.494192
2048 4.640399
3000 10.016049
4000 17.765066
