# Marcador "matVet" <ENERGY>
# n <ENERGY> (sem otimização)
0 0
64 0
100 0
128 0
200 0
256 0
512 0
600 0.0104
900 0.0099
1024 0.0094
2000 0.0396
2048 0.0503
3000 0.0978
4000 0.1755
