# Marcador "matMat" <ENERGY>
# n <ENERGY> (sem otimização)
0 0
64 0.0114
100 0.0096
128 0.0215
200 0.0886
256 0.3459
512 3.1130
600 2.5974
900 9.2311
1024 54.8784
2000 134.2480
2048 596.8087
3000 453.4400
4000 1301.0410
