# Marcador "matMat" <L3>
# n <L3> (sem otimização)
0 112791.2963
64 845.1978
100 1373.9565
128 10681.6013
200 5590.7578
256 62301.7929
512 54632.1598
600 9093.4193
900 7876.9452
1024 13365.6126
2000 15618.1641
2048 9261.7648
3000 17112.9787
4000 36964.5256
