# Marcador "matVet" <L3>
# n <L3> (com otimização)
0 37457.3759
64 23235.8633
100 17140.1716
128 13489.2450
200 13820.6565
256 17653.6133
512 22061.9627
600 27851.8143
900 29610.3358
1024 25873.7113
2000 32023.4017
2048 26540.1052
3000 24698.9766
4000 33693.2817
