# Marcador "matMat" <ENERGY>
# n <ENERGY> (com otimização)
0 0
64 0
100 0.0200
128 0
200 0.0227
256 0.0473
512 0.4343
600 0.4075
900 10.5391
1024 5.0460
2000 22.9943
2048 59.3845
3000 71.6300
4000 177.5508
