# Marcador "matVet" <L2CACHE>
# n <L2CACHE> (com otimização)
0 0.3210
64 0.2855
100 0.2881
128 0.2763
200 0.2846
256 0.2535
512 0.3019
600 0.2888
900 0.3096
1024 0.3077
2000 0.3207
2048 0.3077
3000 0.3259
4000 0.3384
