# Marcador "matVet" <L2CACHE>
# n <L2CACHE> (sem otimização)
0 0.3314
64 0.3146
100 0.3336
128 0.3426
200 0.3243
256 0.3097
512 0.2988
600 0.2992
900 0.3017
1024 0.3054
2000 0.3055
2048 0.2995
3000 0.2433
4000 0.2443
