# Marcador "matMat" <L2CACHE>
# n <L2CACHE> (com otimização)
0 0.2857
64 0.1077
100 0.0343
128 0.0971
200 0.2417
256 0.2988
512 0.3435
600 0.2427
900 0.1191
1024 0.3150
2000 0.4107
2048 0.2948
3000 0.4118
4000 0.4031
